image_id,xmin,ymin,xmax,ymax,class
1248.jpg,46,79,58,91,puncta
1248.jpg,48,43,60,55,puncta
1248.jpg,56,104,68,116,puncta
1248.jpg,79,76,91,88,puncta
1248.jpg,81,83,93,95,puncta
1248.jpg,85,5,97,17,puncta
1248.jpg,87,117,99,128,puncta
1248.jpg,88,103,99,115,puncta
1248.jpg,90,9,102,21,puncta
1248.jpg,94,113,105,125,puncta
1248.jpg,104,77,116,89,puncta
1248.jpg,111,35,123,47,puncta
1248.jpg,119,0,128,8,puncta
702.jpg,0,0,6,10,puncta
702.jpg,1,0,12,9,puncta
702.jpg,2,7,13,18,puncta
702.jpg,13,0,24,6,puncta
702.jpg,27,59,39,70,puncta
702.jpg,39,44,51,56,puncta
702.jpg,60,16,71,28,puncta
702.jpg,64,9,76,21,puncta
702.jpg,65,22,77,33,puncta
702.jpg,68,31,80,42,puncta
702.jpg,120,63,128,75,puncta
727.jpg,13,15,25,26,puncta
727.jpg,18,103,30,115,puncta
727.jpg,25,87,37,99,puncta
727.jpg,32,80,44,92,puncta
727.jpg,54,78,66,90,puncta
727.jpg,72,57,83,68,puncta
727.jpg,115,99,126,110,puncta
1460.jpg,0,28,12,40,puncta
1460.jpg,15,36,27,48,puncta
1460.jpg,17,88,28,99,puncta
1460.jpg,18,104,30,116,puncta
1460.jpg,23,67,35,79,puncta
1460.jpg,25,55,37,67,puncta
1460.jpg,27,52,39,64,puncta
1460.jpg,30,33,42,45,puncta
1460.jpg,41,93,53,105,puncta
1460.jpg,41,67,53,79,puncta
1460.jpg,43,50,55,62,puncta
1460.jpg,48,109,59,120,puncta
1460.jpg,49,75,61,87,puncta
1460.jpg,53,1,65,13,puncta
1460.jpg,66,40,78,52,puncta
1460.jpg,67,97,79,109,puncta
1460.jpg,70,69,82,81,puncta
1460.jpg,74,80,86,92,puncta
1460.jpg,80,74,92,86,puncta
1460.jpg,80,103,92,115,puncta
1460.jpg,83,78,95,90,puncta
1460.jpg,84,33,96,45,puncta
1460.jpg,85,109,97,121,puncta
1460.jpg,87,42,98,53,puncta
1460.jpg,87,69,99,81,puncta
1460.jpg,88,82,99,94,puncta
1460.jpg,95,37,107,49,puncta
1460.jpg,95,7,107,19,puncta
1460.jpg,97,114,109,126,puncta
1460.jpg,103,80,115,92,puncta
1460.jpg,104,92,116,104,puncta
1460.jpg,105,41,117,53,puncta
1460.jpg,111,36,123,48,puncta
1460.jpg,113,28,125,40,puncta
1460.jpg,117,8,128,20,puncta
1358.jpg,0,24,8,36,puncta
1358.jpg,0,17,10,29,puncta
1358.jpg,1,93,13,105,puncta
1358.jpg,4,18,16,30,puncta
1358.jpg,7,3,19,15,puncta
1358.jpg,8,81,20,93,puncta
1358.jpg,16,26,28,38,puncta
1358.jpg,23,71,35,83,puncta
1358.jpg,28,63,40,75,puncta
1358.jpg,28,0,40,12,puncta
1358.jpg,32,18,44,30,puncta
1358.jpg,39,57,51,68,puncta
1358.jpg,43,98,55,110,puncta
1358.jpg,43,18,55,30,puncta
1358.jpg,52,87,64,99,puncta
1358.jpg,53,68,65,80,puncta
1358.jpg,55,79,67,91,puncta
1358.jpg,64,97,76,109,puncta
1358.jpg,64,35,76,47,puncta
1358.jpg,78,63,90,75,puncta
1358.jpg,112,39,124,51,puncta
1358.jpg,116,102,128,114,puncta
867.jpg,2,53,14,65,puncta
867.jpg,4,108,16,120,puncta
867.jpg,6,50,18,61,puncta
867.jpg,19,107,31,118,puncta
867.jpg,25,114,37,125,puncta
867.jpg,29,83,40,95,puncta
867.jpg,32,69,44,81,puncta
867.jpg,33,53,45,65,puncta
867.jpg,48,41,60,52,puncta
867.jpg,48,87,60,98,puncta
867.jpg,59,44,71,56,puncta
867.jpg,60,77,72,89,puncta
867.jpg,85,37,97,49,puncta
867.jpg,95,86,107,97,puncta
867.jpg,99,33,111,44,puncta
867.jpg,111,99,122,111,puncta
867.jpg,115,119,126,128,puncta
867.jpg,117,75,128,87,puncta
867.jpg,118,113,128,125,puncta
867.jpg,119,90,128,102,puncta
045.jpg,0,73,6,85,puncta
045.jpg,0,67,7,79,puncta
497.jpg,15,82,27,94,puncta
497.jpg,51,57,63,69,puncta
497.jpg,53,107,65,119,puncta
497.jpg,68,97,80,109,puncta
497.jpg,88,112,99,123,puncta
497.jpg,119,14,128,26,puncta
1544.jpg,2,10,14,22,puncta
1544.jpg,36,32,48,44,puncta
1544.jpg,43,119,55,128,puncta
1544.jpg,53,0,65,11,puncta
1544.jpg,61,75,73,87,puncta
1544.jpg,67,115,79,127,puncta
1544.jpg,69,93,81,105,puncta
1544.jpg,80,76,92,88,puncta
1544.jpg,100,10,112,22,puncta
1544.jpg,108,91,120,103,puncta
1544.jpg,110,16,122,28,puncta
1544.jpg,111,6,123,18,puncta
1544.jpg,118,78,128,90,puncta
644.jpg,26,45,38,56,puncta
644.jpg,56,46,68,58,puncta
644.jpg,65,6,77,18,puncta
644.jpg,70,19,82,31,puncta
1107.jpg,5,31,17,43,puncta
1107.jpg,105,59,117,71,puncta
011.jpg,75,77,87,89,puncta
011.jpg,86,113,98,125,puncta
1724.jpg,13,83,25,95,puncta
1724.jpg,43,4,55,15,puncta
1724.jpg,45,84,57,96,puncta
1724.jpg,49,68,61,80,puncta
1724.jpg,49,13,61,25,puncta
1724.jpg,55,56,67,68,puncta
1724.jpg,65,26,77,38,puncta
1724.jpg,72,39,84,51,puncta
1724.jpg,75,3,87,15,puncta
1724.jpg,75,43,87,55,puncta
1724.jpg,89,102,101,114,puncta
1724.jpg,90,30,102,42,puncta
1724.jpg,99,89,111,101,puncta
1724.jpg,100,27,112,39,puncta
1724.jpg,104,4,116,16,puncta
1724.jpg,104,103,116,115,puncta
1724.jpg,110,35,122,47,puncta
1724.jpg,111,24,123,36,puncta
1724.jpg,117,2,128,14,puncta
1724.jpg,117,8,128,20,puncta
858.jpg,2,23,14,34,puncta
858.jpg,3,38,14,49,puncta
858.jpg,25,4,37,16,puncta
858.jpg,26,18,37,29,puncta
858.jpg,33,20,44,31,puncta
858.jpg,37,15,48,27,puncta
858.jpg,41,34,52,45,puncta
858.jpg,53,36,65,48,puncta
858.jpg,63,10,75,22,puncta
858.jpg,63,20,75,31,puncta
858.jpg,65,88,77,100,puncta
858.jpg,72,98,83,110,puncta
858.jpg,72,9,84,21,puncta
858.jpg,84,12,96,23,puncta
858.jpg,85,24,97,35,puncta
858.jpg,93,60,105,72,puncta
858.jpg,99,106,110,117,puncta
858.jpg,108,109,120,121,puncta
1285.jpg,7,77,19,89,puncta
1285.jpg,64,70,76,81,puncta
1285.jpg,70,82,82,94,puncta
1285.jpg,77,50,89,61,puncta
1285.jpg,79,99,91,110,puncta
1285.jpg,84,58,95,70,puncta
1285.jpg,85,69,96,81,puncta
1285.jpg,88,43,99,55,puncta
1285.jpg,89,86,101,97,puncta
1285.jpg,92,12,103,23,puncta
1285.jpg,96,31,107,43,puncta
1285.jpg,98,108,110,119,puncta
1285.jpg,102,54,114,65,puncta
1285.jpg,104,84,115,96,puncta
1285.jpg,109,41,121,52,puncta
1285.jpg,111,73,123,85,puncta
1285.jpg,113,10,124,21,puncta
1285.jpg,117,25,128,36,puncta
169.jpg,1,8,13,20,puncta
169.jpg,11,32,22,43,puncta
169.jpg,11,99,23,111,puncta
169.jpg,35,94,47,106,puncta
169.jpg,48,66,60,78,puncta
169.jpg,70,15,82,27,puncta
169.jpg,79,91,91,103,puncta
169.jpg,96,27,108,39,puncta
169.jpg,111,108,123,119,puncta
1287.jpg,0,62,8,74,puncta
1287.jpg,0,62,11,74,puncta
1287.jpg,10,111,22,123,puncta
1287.jpg,14,48,26,59,puncta
1287.jpg,22,47,34,59,puncta
1287.jpg,23,3,35,15,puncta
1287.jpg,26,73,38,85,puncta
1287.jpg,27,54,39,66,puncta
1287.jpg,27,63,39,75,puncta
1287.jpg,27,43,39,55,puncta
1287.jpg,34,117,46,128,puncta
1287.jpg,34,54,46,66,puncta
1287.jpg,41,22,53,34,puncta
1287.jpg,41,33,53,45,puncta
1287.jpg,44,107,56,119,puncta
1287.jpg,46,26,58,38,puncta
1287.jpg,52,107,63,118,puncta
1287.jpg,53,23,65,35,puncta
1287.jpg,55,35,66,46,puncta
1287.jpg,56,2,68,14,puncta
1287.jpg,58,22,70,34,puncta
1287.jpg,58,55,70,67,puncta
1287.jpg,62,97,74,109,puncta
1287.jpg,64,88,76,100,puncta
1287.jpg,65,65,77,77,puncta
1287.jpg,65,85,77,97,puncta
1287.jpg,76,54,88,66,puncta
1287.jpg,77,72,89,84,puncta
1287.jpg,77,14,89,26,puncta
1287.jpg,83,38,95,50,puncta
1287.jpg,84,6,96,18,puncta
1287.jpg,85,29,96,40,puncta
1287.jpg,87,20,99,32,puncta
1287.jpg,90,3,102,15,puncta
1287.jpg,90,77,102,89,puncta
1287.jpg,91,119,102,128,puncta
1287.jpg,93,21,105,33,puncta
1287.jpg,101,103,113,115,puncta
1287.jpg,107,5,119,17,puncta
1287.jpg,112,8,124,20,puncta
1287.jpg,115,96,126,107,puncta
1920.jpg,11,61,23,73,puncta
1920.jpg,12,35,24,46,puncta
1920.jpg,19,46,31,58,puncta
1920.jpg,24,40,36,52,puncta
1920.jpg,31,35,43,47,puncta
1920.jpg,46,4,58,16,puncta
1920.jpg,68,38,79,49,puncta
1920.jpg,70,29,82,41,puncta
1920.jpg,83,19,95,31,puncta
1920.jpg,88,8,100,20,puncta
1920.jpg,118,111,128,123,puncta
1920.jpg,120,118,128,128,puncta
587.jpg,37,78,49,90,puncta
587.jpg,108,91,120,103,puncta
587.jpg,109,78,120,90,puncta
587.jpg,119,71,128,83,puncta
587.jpg,120,79,128,91,puncta
037.jpg,105,74,117,86,puncta
037.jpg,108,67,120,79,puncta
1387.jpg,0,18,11,30,puncta
1387.jpg,28,63,40,75,puncta
1387.jpg,76,10,88,22,puncta
1387.jpg,93,9,105,21,puncta
1387.jpg,110,3,122,15,puncta
159.jpg,8,38,20,50,puncta
159.jpg,24,73,36,85,puncta
159.jpg,39,66,51,78,puncta
159.jpg,47,73,59,85,puncta
159.jpg,51,79,63,91,puncta
159.jpg,55,16,67,28,puncta
159.jpg,56,47,68,59,puncta
159.jpg,63,83,75,95,puncta
159.jpg,67,53,79,65,puncta
159.jpg,71,83,83,95,puncta
159.jpg,86,118,98,128,puncta
159.jpg,95,48,107,60,puncta
159.jpg,120,103,128,114,puncta
815.jpg,19,102,31,114,puncta
815.jpg,26,91,38,102,puncta
815.jpg,61,59,73,70,puncta
815.jpg,68,95,80,107,puncta
815.jpg,99,81,110,92,puncta
1911.jpg,1,48,13,60,puncta
1911.jpg,7,86,19,98,puncta
1911.jpg,14,100,26,112,puncta
1911.jpg,15,45,27,57,puncta
1911.jpg,16,22,28,34,puncta
1911.jpg,17,36,29,48,puncta
1911.jpg,24,49,36,61,puncta
1911.jpg,52,47,64,59,puncta
1911.jpg,56,13,68,25,puncta
1911.jpg,56,50,68,62,puncta
1911.jpg,61,66,73,78,puncta
1911.jpg,62,54,74,66,puncta
1911.jpg,71,106,83,118,puncta
1911.jpg,76,24,88,36,puncta
1911.jpg,77,6,89,18,puncta
1911.jpg,78,104,90,115,puncta
1911.jpg,80,32,92,44,puncta
1911.jpg,86,41,98,53,puncta
1911.jpg,97,67,109,79,puncta
1911.jpg,102,17,114,29,puncta
1911.jpg,118,75,128,87,puncta
540.jpg,41,5,53,17,puncta
540.jpg,49,52,61,64,puncta
540.jpg,51,21,63,33,puncta
540.jpg,76,120,88,128,puncta
540.jpg,76,91,88,103,puncta
540.jpg,105,39,117,51,puncta
496.jpg,0,58,8,70,puncta
496.jpg,0,67,8,79,puncta
496.jpg,58,82,70,94,puncta
496.jpg,69,66,81,78,puncta
496.jpg,72,51,84,63,puncta
496.jpg,77,72,89,84,puncta
496.jpg,116,0,128,10,puncta
496.jpg,119,0,128,10,puncta
1137.jpg,0,80,10,92,puncta
1137.jpg,22,22,34,34,puncta
1137.jpg,34,30,46,42,puncta
1137.jpg,61,50,73,62,puncta
1137.jpg,61,103,73,115,puncta
1137.jpg,67,108,79,120,puncta
1137.jpg,69,112,81,124,puncta
1137.jpg,112,83,124,95,puncta
1137.jpg,119,87,128,99,puncta
1864.jpg,19,8,31,20,puncta
1864.jpg,23,13,35,25,puncta
1864.jpg,25,87,37,99,puncta
1864.jpg,34,101,46,113,puncta
1864.jpg,50,35,62,47,puncta
1864.jpg,58,24,70,36,puncta
1864.jpg,59,96,70,108,puncta
1864.jpg,70,106,82,118,puncta
1864.jpg,71,26,83,38,puncta
1864.jpg,73,11,85,23,puncta
1864.jpg,85,54,97,66,puncta
215.jpg,18,49,30,61,puncta
215.jpg,50,73,62,85,puncta
215.jpg,58,65,70,77,puncta
215.jpg,61,83,73,95,puncta
215.jpg,72,76,84,87,puncta
215.jpg,74,30,86,41,puncta
215.jpg,82,78,94,90,puncta
215.jpg,82,15,94,27,puncta
215.jpg,85,84,97,96,puncta
215.jpg,87,62,99,74,puncta
034.jpg,16,37,28,49,puncta
034.jpg,28,18,39,30,puncta
034.jpg,43,7,55,19,puncta
034.jpg,52,64,64,76,puncta
034.jpg,57,15,69,27,puncta
034.jpg,82,41,94,53,puncta
861.jpg,0,104,11,115,puncta
861.jpg,2,76,13,87,puncta
861.jpg,2,95,14,107,puncta
861.jpg,10,84,22,96,puncta
861.jpg,11,71,22,83,puncta
861.jpg,14,75,25,86,puncta
861.jpg,51,45,63,57,puncta
861.jpg,62,76,73,87,puncta
861.jpg,72,49,83,61,puncta
861.jpg,83,47,95,59,puncta
861.jpg,84,65,96,77,puncta
861.jpg,91,19,103,31,puncta
861.jpg,108,1,119,13,puncta
861.jpg,108,67,119,79,puncta
861.jpg,120,102,128,114,puncta
191.jpg,6,57,18,69,puncta
191.jpg,21,58,33,70,puncta
191.jpg,77,56,89,68,puncta
191.jpg,91,58,103,70,puncta
191.jpg,109,31,121,43,puncta
950.jpg,0,0,8,7,puncta
950.jpg,6,36,18,48,puncta
950.jpg,8,76,20,87,puncta
950.jpg,10,0,22,9,puncta
950.jpg,12,46,24,58,puncta
950.jpg,23,40,34,52,puncta
950.jpg,23,2,35,13,puncta
950.jpg,30,94,41,105,puncta
950.jpg,38,58,50,69,puncta
950.jpg,38,76,50,88,puncta
950.jpg,51,89,63,100,puncta
950.jpg,65,69,76,81,puncta
950.jpg,67,74,79,85,puncta
950.jpg,71,16,82,27,puncta
950.jpg,91,107,103,119,puncta
950.jpg,93,21,104,32,puncta
950.jpg,96,0,107,7,puncta
950.jpg,111,9,123,21,puncta
950.jpg,116,60,128,72,puncta
950.jpg,119,43,128,54,puncta
950.jpg,120,3,128,15,puncta
1654.jpg,2,4,14,16,puncta
1654.jpg,33,35,45,47,puncta
1654.jpg,35,23,47,35,puncta
1654.jpg,41,93,53,105,puncta
1654.jpg,70,0,82,8,puncta
1654.jpg,79,64,91,76,puncta
1654.jpg,88,73,100,85,puncta
1654.jpg,90,106,102,118,puncta
1654.jpg,93,87,105,99,puncta
1654.jpg,94,80,106,92,puncta
1654.jpg,95,82,107,94,puncta
1654.jpg,97,98,109,110,puncta
1654.jpg,102,103,114,115,puncta
1654.jpg,105,15,117,27,puncta
1654.jpg,116,103,128,115,puncta
1654.jpg,118,50,128,62,puncta
834.jpg,1,32,12,43,puncta
834.jpg,30,116,42,128,puncta
834.jpg,35,0,46,7,puncta
834.jpg,37,71,48,82,puncta
834.jpg,38,85,49,97,puncta
834.jpg,48,52,60,63,puncta
834.jpg,53,50,65,62,puncta
834.jpg,71,80,83,92,puncta
834.jpg,72,115,84,127,puncta
834.jpg,81,119,93,128,puncta
834.jpg,84,56,96,68,puncta
834.jpg,85,28,97,40,puncta
834.jpg,87,116,98,127,puncta
834.jpg,92,46,104,57,puncta
834.jpg,95,65,107,76,puncta
834.jpg,99,50,111,61,puncta
834.jpg,114,68,125,80,puncta
834.jpg,118,74,128,86,puncta
834.jpg,120,85,128,96,puncta
834.jpg,120,117,128,128,puncta
004.jpg,17,70,29,82,puncta
004.jpg,21,53,33,65,puncta
004.jpg,26,36,38,48,puncta
004.jpg,28,90,40,102,puncta
004.jpg,46,28,58,40,puncta
004.jpg,47,42,59,54,puncta
004.jpg,59,61,71,73,puncta
004.jpg,66,107,78,119,puncta
004.jpg,84,68,96,80,puncta
004.jpg,93,105,105,117,puncta
004.jpg,104,59,116,71,puncta
004.jpg,111,119,123,128,puncta
1232.jpg,18,25,30,37,puncta
1232.jpg,19,5,30,17,puncta
1232.jpg,20,19,32,31,puncta
1232.jpg,36,51,48,63,puncta
1232.jpg,50,117,62,128,puncta
1232.jpg,104,92,116,104,puncta
546.jpg,9,86,21,98,puncta
546.jpg,43,56,55,68,puncta
546.jpg,81,68,93,80,puncta
546.jpg,114,60,126,72,puncta
513.jpg,0,95,11,107,puncta
513.jpg,0,38,12,50,puncta
637.jpg,21,40,33,51,puncta
637.jpg,32,14,44,26,puncta
637.jpg,41,94,53,106,puncta
637.jpg,50,17,62,29,puncta
637.jpg,80,10,92,22,puncta
637.jpg,115,24,127,36,puncta
637.jpg,116,21,128,33,puncta
637.jpg,120,54,128,65,puncta
703.jpg,18,61,29,72,puncta
703.jpg,20,8,32,20,puncta
703.jpg,30,14,41,25,puncta
703.jpg,35,34,47,45,puncta
703.jpg,44,119,55,128,puncta
703.jpg,47,48,59,60,puncta
703.jpg,54,15,65,27,puncta
703.jpg,56,0,67,11,puncta
703.jpg,56,23,68,35,puncta
703.jpg,67,0,79,9,puncta
703.jpg,76,31,88,43,puncta
703.jpg,96,24,107,35,puncta
703.jpg,105,9,117,21,puncta
703.jpg,121,14,128,26,puncta
659.jpg,0,45,10,56,puncta
659.jpg,2,37,14,48,puncta
659.jpg,5,48,16,59,puncta
659.jpg,7,60,19,72,puncta
659.jpg,40,51,51,62,puncta
659.jpg,48,37,60,49,puncta
659.jpg,58,49,70,60,puncta
659.jpg,63,40,75,52,puncta
659.jpg,69,29,80,41,puncta
659.jpg,71,104,83,116,puncta
659.jpg,76,1,87,13,puncta
659.jpg,81,77,92,88,puncta
659.jpg,85,62,96,74,puncta
659.jpg,88,102,100,114,puncta
659.jpg,100,102,111,114,puncta
659.jpg,112,106,124,118,puncta
659.jpg,116,62,128,74,puncta
659.jpg,120,72,128,84,puncta
659.jpg,120,90,128,102,puncta
1221.jpg,16,9,28,20,puncta
1221.jpg,18,38,30,49,puncta
1221.jpg,21,18,32,29,puncta
1221.jpg,63,6,74,17,puncta
1221.jpg,72,27,84,39,puncta
706.jpg,0,95,8,106,puncta
706.jpg,7,23,19,35,puncta
706.jpg,13,107,25,119,puncta
706.jpg,31,59,43,71,puncta
706.jpg,41,59,53,71,puncta
706.jpg,56,66,68,78,puncta
706.jpg,62,62,73,73,puncta
706.jpg,63,107,75,118,puncta
706.jpg,105,51,117,63,puncta
706.jpg,118,29,128,40,puncta
1806.jpg,7,20,18,31,puncta
1806.jpg,33,53,45,65,puncta
1806.jpg,46,32,58,44,puncta
1806.jpg,63,18,75,30,puncta
211.jpg,3,36,15,48,puncta
211.jpg,5,38,17,50,puncta
211.jpg,43,41,55,53,puncta
211.jpg,44,17,56,29,puncta
211.jpg,54,28,66,40,puncta
211.jpg,77,17,89,29,puncta
211.jpg,96,39,108,51,puncta
001.jpg,0,0,9,11,puncta
001.jpg,2,26,14,38,puncta
001.jpg,5,17,17,29,puncta
001.jpg,12,37,24,49,puncta
001.jpg,15,14,27,26,puncta
001.jpg,20,19,32,31,puncta
001.jpg,26,42,38,54,puncta
001.jpg,30,18,42,30,puncta
001.jpg,61,49,73,61,puncta
001.jpg,68,43,80,55,puncta
281.jpg,10,37,22,49,puncta
281.jpg,15,13,27,25,puncta
281.jpg,23,7,35,18,puncta
281.jpg,37,101,49,113,puncta
281.jpg,52,49,64,61,puncta
281.jpg,64,116,75,127,puncta
281.jpg,65,95,77,107,puncta
281.jpg,70,102,82,114,puncta
281.jpg,90,33,102,45,puncta
281.jpg,94,51,106,63,puncta
281.jpg,96,23,108,35,puncta
281.jpg,99,21,111,33,puncta
281.jpg,102,6,114,18,puncta
923.jpg,5,36,17,48,puncta
923.jpg,14,57,25,69,puncta
923.jpg,26,36,37,48,puncta
923.jpg,37,59,48,71,puncta
923.jpg,41,81,52,93,puncta
923.jpg,52,84,64,96,puncta
923.jpg,63,107,74,119,puncta
923.jpg,64,100,75,111,puncta
923.jpg,69,95,80,106,puncta
923.jpg,70,111,81,123,puncta
923.jpg,76,99,87,111,puncta
923.jpg,81,108,93,119,puncta
923.jpg,96,113,107,125,puncta
619.jpg,12,55,24,67,puncta
619.jpg,19,65,31,77,puncta
619.jpg,20,88,32,100,puncta
619.jpg,24,93,36,105,puncta
619.jpg,32,97,44,109,puncta
619.jpg,50,92,62,104,puncta
619.jpg,67,80,79,92,puncta
619.jpg,80,88,92,100,puncta
619.jpg,112,94,123,106,puncta
1738.jpg,25,88,37,100,puncta
1738.jpg,33,91,45,103,puncta
1738.jpg,49,104,61,116,puncta
1738.jpg,70,66,82,78,puncta
1738.jpg,87,38,98,50,puncta
1738.jpg,90,43,101,54,puncta
1738.jpg,94,34,106,45,puncta
1738.jpg,110,60,122,72,puncta
1738.jpg,115,1,127,13,puncta
931.jpg,0,71,8,82,puncta
931.jpg,1,6,12,17,puncta
931.jpg,3,112,14,123,puncta
931.jpg,8,106,19,118,puncta
931.jpg,8,119,20,128,puncta
931.jpg,12,20,24,32,puncta
931.jpg,21,7,33,18,puncta
931.jpg,32,91,44,102,puncta
931.jpg,49,18,60,30,puncta
931.jpg,50,99,61,111,puncta
931.jpg,53,108,64,120,puncta
931.jpg,57,87,69,98,puncta
931.jpg,61,77,72,89,puncta
931.jpg,63,61,74,73,puncta
931.jpg,65,58,76,70,puncta
931.jpg,65,22,77,34,puncta
931.jpg,69,55,81,66,puncta
931.jpg,75,88,86,100,puncta
931.jpg,78,56,90,68,puncta
931.jpg,81,45,92,57,puncta
931.jpg,81,118,93,128,puncta
931.jpg,82,17,93,29,puncta
931.jpg,88,13,100,25,puncta
931.jpg,96,112,108,124,puncta
931.jpg,97,0,108,7,puncta
931.jpg,103,23,115,35,puncta
931.jpg,113,17,124,28,puncta
931.jpg,114,94,126,105,puncta
931.jpg,115,119,126,128,puncta
931.jpg,118,19,128,31,puncta
1169.jpg,2,16,14,28,puncta
1169.jpg,9,13,21,25,puncta
1169.jpg,11,16,23,28,puncta
1169.jpg,46,38,58,50,puncta
1169.jpg,76,113,88,125,puncta
1169.jpg,76,118,88,128,puncta
1169.jpg,80,11,92,23,puncta
1169.jpg,97,103,109,115,puncta
1169.jpg,114,101,126,113,puncta
1770.jpg,0,93,9,105,puncta
1770.jpg,0,88,11,100,puncta
1770.jpg,12,99,24,111,puncta
1770.jpg,14,109,26,121,puncta
1770.jpg,14,116,26,128,puncta
1770.jpg,18,0,30,11,puncta
1770.jpg,21,117,32,128,puncta
1770.jpg,28,0,40,11,puncta
1770.jpg,45,64,57,76,puncta
1770.jpg,55,92,67,104,puncta
1770.jpg,70,117,82,128,puncta
1770.jpg,91,73,103,84,puncta
1770.jpg,95,55,106,66,puncta
1770.jpg,96,0,108,10,puncta
1770.jpg,100,63,112,75,puncta
1770.jpg,105,0,117,10,puncta
1770.jpg,106,101,118,112,puncta
1770.jpg,118,106,128,118,puncta
634.jpg,20,21,32,32,puncta
634.jpg,36,41,48,53,puncta
634.jpg,39,44,51,56,puncta
634.jpg,64,43,76,55,puncta
1543.jpg,0,53,8,65,puncta
1543.jpg,2,23,14,35,puncta
1543.jpg,5,2,17,14,puncta
1543.jpg,6,30,18,42,puncta
1543.jpg,15,40,27,52,puncta
1543.jpg,19,24,31,36,puncta
1543.jpg,27,20,39,32,puncta
1543.jpg,28,0,40,7,puncta
1543.jpg,30,82,42,94,puncta
1543.jpg,30,86,42,98,puncta
1543.jpg,32,101,44,113,puncta
1543.jpg,33,77,45,89,puncta
1543.jpg,38,1,50,13,puncta
1543.jpg,43,62,55,74,puncta
1543.jpg,43,16,55,28,puncta
1543.jpg,51,18,63,30,puncta
1543.jpg,56,99,67,110,puncta
1543.jpg,64,18,76,30,puncta
1543.jpg,68,9,80,21,puncta
1543.jpg,71,116,83,128,puncta
1543.jpg,74,37,86,49,puncta
1543.jpg,74,12,86,24,puncta
1543.jpg,76,8,88,20,puncta
1543.jpg,83,35,95,47,puncta
1543.jpg,83,63,95,75,puncta
1543.jpg,84,93,95,105,puncta
1543.jpg,86,28,98,40,puncta
1543.jpg,106,5,118,17,puncta
1543.jpg,111,43,123,55,puncta
1543.jpg,116,0,128,10,puncta
1543.jpg,119,16,128,28,puncta
